Municipio,Latitud,Longitud,Horario,Operador,Gasolina95,Gasolina98,GasoleoA,GasoleoPlus,Bioetanol(%),Ester Metilico(%)
Móra,"41,106167","0,646472",LA,,1.106,0.646,1.299,1.369,0.0,0.0119446437430943
Morell (El),"41,192972","1,201750",LL,PETRONOR,1.192,1.201,1.459,1.155,0.0,0.0325264384309431
Perafort,"41,189361","1,242806",L-D: 24,REPSOL,1.189,1.242,1.549,1.459,0.0,0.0332564464309431
Perafort,"41,173583","1,238722",LA,,1.173,1.238,1.305,1.384,0.0,0.0325164464309435
Perelló (El),"40,878139","0,716278",LLO,,0.878,0.716,1.307,0.999,0.0,0.0100236447430943
Pla,"41,361694","1,299389",LA,REPSOL,1.361,1.299,1.459,1.145,0.0,0.0327664514309431
Pobla,"41,186194","1,219806",LA,REPSOL,1.186,1.219,1.569,1.479,0.0,0.0324664524309437
Pobla,"41,182944","0,353528",LA,,1.182,0.353,1.41,1.03,0.0,0.0952564534309433
Prades,"41,313083","0,986667",L-D: 06:00-22:00,PETRONOR,1.313,0.986,1.529,1.179,0.0,0.0325964604309435
Rasquera,"41,012444","0,611083",LLE,REPSOL,1.012,0.611,1.459,1.509,0.0,0.0323664654309432
Reus,"41,160389","1,122722",LLE,,1.16,1.122,1.359,1.439,0.0,0.0142206467430943
Reus,"41,144333","1,107444","LBO, 16",,1.144,1.107,0.529,1.339,0.0,0.0112506467430943
Reus,"41,145222","1,108222",LLE,,1.145,1.108,0.459,1.257,0.0,0.0326364674309432
Reus,"41,145583","1,098806",L,ALCAMPO,1.145,1.098,1.236,1.317,0.0,0.0121166467430943
Reus,"41,158528","1,117167","LBO, 26",REPSOL,1.158,1.117,1.429,1.489,0.0,0.0333664674309432
Reus,"41,144556","1,103556",LLE,REPSOL,1.144,1.103,0.979,1.439,0.0,0.0333864674309432
Reus,"41,141833","1,115556",L,BP,1.141,1.115,1.449,1.549,0.0,0.0333064674309432
Reus,"41,156639","1,096917",LLE,REPSOL,1.156,1.096,1.529,1.439,0.0,0.0331064674309432
Reus,"41,144444","1,103333",L-D: 06:00-22:00,REPSOL,1.144,1.103,1.529,1.439,0.0,0.0329264674309432
Reus,"41,149806","1,125083",L-D: 24,REPSOL,1.149,1.125,0.649,1.449,0.0,0.0326564674309432
Reus,"41,152306","1,114583",L-D: 24,,1.152,1.114,1.365,1.438,0.0,0.0329464674309432
Reus,"41,130028","1,180417",LLE,,1.13,1.18,1.501,1.611,0.0,0.0120906467430943
Reus,"41,142250","1,135111",LLE,,1.142,1.135,1.235,1.305,0.0,0.0136986467430943
Reus,"41,145639","1,132889",LLE,,1.145,1.132,0.439,1.309,0.0,0.0128606467430943
Reus,"41,152222","1,083917",L-D: 24,GALP,1.152,1.083,1.399,1.449,0.0,0.0306164674309432
Reus,"41,145528","1,085083",LANC,,1.145,1.085,0.419,1.236,0.0,0.0126836467430943
Reus,"41,180278","1,133111",L-D: 06:00-22:00,REPSOL,1.18,1.133,1.449,1.509,0.0,0.0324864674309432
Reus,"41,182750","1,133722",L,REPSOL,1.182,1.133,1.459,1.509,0.0,0.0324964674309432
Reus,"41,161139","1,117194",LES,REPSOL,1.161,1.117,1.429,1.489,0.0,0.0331564674309432
Reus,"41,162944","1,071278",L-D: 06:00-22:00,,1.162,1.071,0.45,1.339,0.0,0.0200264674309433
Riudoms,"41,137639","1,061222",L-D: 06:00-22:00,SHELL,1.137,1.061,1.369,1.129,0.0,0.0853064734309433
Riudoms,"41,165361","1,030028",L-D: 06:00-22:00,REPSOL,1.165,1.03,1.529,1.439,0.0,0.0327264734309438
Roda,"41,170389","1,457806",L-D: 06:00-22:00,,1.17,1.457,1.429,1.539,0.0,0.0110806475430943
Roda,"41,178222","1,489250",L,REPSOL,1.178,1.489,1.469,1.569,0.0,0.0116966475430943
Roda,"41,177944","1,490806",L-D: 24,REPSOL,1.177,1.49,1.469,1.569,0.0,0.0326064754309438
Roda,"41,176806","1,474917",LA,,1.176,1.474,0.439,1.349,0.0,0.0117716475430943
Roquetes,"40,810472","0,509417",LLE,GALP,0.81,0.509,0.699,1.329,0.0,0.0148746477430943
Salou,"41,086000","1,123944",LOU1,,1.086,1.123,0.439,1.299,0.0,0.0129196480430943
Salou,"41,087306","1,134778",LOU1,SHELL,1.087,1.134,1.369,1.449,0.0,0.0112496480430943
Salou,"41,077806","1,150028",LOU1,REPSOL,1.077,1.15,0.969,1.479,0.0,0.0333764804309435
Sant,"40,638333","0,595361",LA,,0.638,0.595,0.699,1.339,0.0,0.0150406481430943
Sant,"40,625750","0,579250",LA,GALP,0.625,0.579,0.699,1.384,0.0,0.0337264814309435
Sant,"40,621806","0,592694",LA,REPSOL,0.621,0.592,1.519,1.429,0.0,0.0327064814309435
Sant,"40,625528","0,578556",LA,GALP,0.625,0.578,1.329,1.489,0.0,0.0337164814309437
Sant,"41,289444","1,589944",LS,REPSOL,1.289,1.589,1.569,0.969,0.0,0.0329364824309438
Sant,"40,690806","0,721694",L-S: 06:30-21:00;,,0.69,0.721,0.679,1.269,0.0,0.0816564834309438
Sant,"40,700972","0,716667","LES, 71",CEPSA,0.7,0.716,1.459,1.18,0.0,0.0335564834309435
Santa,"40,718528","0,501944",LA,,0.718,0.501,1.309,0.95,0.0,0.0922464844309434
Santa,"41,538639","1,393167",LOMA,,1.538,1.393,1.289,1.359,0.0,0.0161464854309434
Santa,"41,536694","1,387667",LOMA,,1.536,1.387,0.56,1.289,0.0,0.0202964854309437
Santa,"41,236278","1,544361",LIVA1,,1.236,1.544,1.469,1.519,0.0,0.0334764864309433
Sarral,"41,446667","1,245528",L1,,1.446,1.245,1.315,0.919,0.0,0.0924664874309434
Selva,"41,203556","1,145528",LVA,CEPSA,1.203,1.145,1.479,1.219,0.0,0.0334164904309434
Selva,"41,223111","1,146639",LVA,,1.223,1.146,0.578,1.388,0.0,0.0141586490430943
Sénia (La),"40,634667","0,284361",LA)0,PETRONOR,0.634,0.284,1.459,1.139,0.0,0.0332764924309434
Solivella,"41,457917","1,178556",LLA1,REPSOL,1.457,1.178,1.499,1.129,0.0,0.033286493430943
Tarragona,"41,115917","1,258667",LLE,CEPSA,1.115,1.258,1.519,1.599,0.0,0.033596494430943
Tarragona,"41,112694","1,238611",L-D: 07:00-22:30,REPSOL,1.112,1.238,1.479,1.579,0.0,0.085316494430943
Tarragona,"41,131694","1,306778",LOMA,,1.131,1.306,0.909,1.469,0.0,0.033606494430943
Tarragona,"41,128778","1,296972",L-D: 05:00-23:00,REPSOL,1.128,1.296,1.539,1.449,0.0,0.033186494430943
Tarragona,"41,122944","1,280833",L-D: 24,REPSOL,1.122,1.28,1.539,1.449,0.0,0.033346494430943
Tarragona,"41,114000","1,217083",LLE,,1.114,1.217,0.699,1.234,0.0,7.085366494430943
Tarragona,"41,106639","1,233222",L-D: 24,,1.106,1.233,0.62,1.339,0.0,0.033406494430943
Tarragona,"41,115472","1,229361",L-V: 08:00-20:00;,,1.115,1.229,1.235,1.305,0.0,0.0140096494430943
Tarragona,"41,134694","1,253667",L 340,BP,1.134,1.253,0.649,1.519,0.0,0.0328064944309431
Tarragona,"41,114611","1,181417",LA)1,SHELL,1.114,1.181,1.299,1.399,0.0,0.0853264944309431
Tarragona,"41,116306","1,182056",LA)1,,1.116,1.182,0.89,0.88,0.0,0.0158016494430943
Tarragona,"41,141194","1,230639",LOU,REPSOL,1.141,1.23,1.0,1.509,0.0,0.032966494430943
Tarragona,"41,105417","1,197528",LLE,SHELL,1.105,1.197,1.319,1.399,0.0,0.085646494430943
Tarragona,"41,108528","1,228250",L,,1.108,1.228,0.734,0.859,0.0,0.0147216494430943
Tarragona,"41,115417","1,222472","LI,",REPSOL,1.115,1.222,0.969,1.479,0.0,0.032686494430943
Tarragona,"41,113944","1,222444",LLE,REPSOL,1.113,1.222,1.479,1.529,0.0,0.032646494430943
Tarragona,"41,115944","1,233139",LLE,BP,1.115,1.233,1.479,1.579,0.0,0.0130756494430943
Tarragona,"41,120139","1,220028",L-S: 06:00-22:00;,CEPSA,1.12,1.22,1.508,1.568,0.0,0.032916494430943
Tarragona,"41,124361","1,212444",L-S: 06:00-22:00;,CEPSA,1.124,1.212,1.464,1.555,0.0,0.033616494430943
Tarragona,"41,124639","1,214028",LLE,CEPSA,1.124,1.214,1.464,1.555,0.0,0.033626494430943
Tarragona,"41,138972","1,218667",L,,1.138,1.218,0.8,1.459,0.0,0.0138426494430943
Tarragona,"41,138083","1,218889",LLE,,1.138,1.218,1.463,0.01,0.0,0.0101546494430943
Tarragona,"41,140583","1,226167",LLE,,1.14,1.226,0.54,1.288,0.0,0.0131906494430943
Tarragona,"41,141167","1,227028",LLE,,1.141,1.227,0.84,0.013,0.0,0.0133826494430943
Tarragona,"41,130583","1,206556",L-D: 24,,1.13,1.206,1.429,1.539,0.0,0.0131056494430943
Tarragona,"41,115056","1,220861",LLE,,1.115,1.22,1.245,1.325,0.0,0.033096494430943
Tarragona,"41,138500","1,221806",L.,,1.138,1.221,1.179,1.129,0.0,0.0133266494430943
Tarragona,"41,138500","1,221797",L-D: 06:00-22:00,,1.138,1.221,1.379,1.09,0.0,0.0107556494430943
Tarragona,"41,117389","1,228278",L,REPSOL,1.117,1.228,1.569,1.479,0.0,0.033196494430943
Tarragona,"41,113833","1,225806",L-D: 24,,1.113,1.225,0.419,1.236,0.0,0.0141706494430943
Tarragona,"41,128472","1,203806",L-S: 07:30-15:30,CARREFOUR,1.128,1.203,1.449,1.489,0.0,0.0305864944309437
Tivissa,"41,047806","0,729667",LA,REPSOL,1.047,0.729,1.429,1.165,0.0,0.0324264964309438
Torredembarra,"41,152056","1,393444",L-D: 06:00-22:00,GALP,1.152,1.393,1.474,1.524,0.0,0.0339064994309438
Torredembarra,"41,147167","1,412222",LLE,,1.147,1.412,1.498,1.573,0.0,0.0336464994309438
Torredembarra,"41,150250","1,393306",LLE,,1.15,1.393,0.726,1.346,0.0,0.0138156499430943
Tortosa,"40,808083","0,522667",LDEA,,0.808,0.522,1.429,1.489,0.0,0.0332265014309435
Tortosa,"40,795444","0,521667",L-D: 08:30-21:30,,0.795,0.521,1.289,1.329,0.0,0.0305965014309435
Tortosa,"40,819417","0,516000",L,ALCAMPO,0.819,0.516,1.279,1.319,0.0,0.0306065014309435
Tortosa,"40,816361","0,513444",LA,REPSOL,0.816,0.513,1.439,1.149,0.0,0.0331265014309435
Tortosa,"40,819333","0,523889",L-D: 06:00-22:00,CEPSA,0.819,0.523,1.599,1.699,0.0,0.0322965014309435
Tortosa,"40,807972","0,510194",L-D: 06:00-22:00,,0.807,0.51,1.429,1.129,0.0,0.0322865014309435
Tortosa,"40,799972","0,519972",L-D: 24,PETRONOR,0.799,0.519,1.519,1.439,0.0,0.0326965014309435
Tortosa,"40,764750","0,569917",L DE,,0.764,0.569,1.279,1.339,0.0,0.0322765014309435
Tortosa,"40,810833","0,509167","LA), 10",,0.81,0.509,1.28,0.92,0.0,0.0892765014309435
Tortosa,"40,789222","0,523333",L-S: 08:00-15:00,,0.789,0.523,0.799,1.279,0.0,0.0130356501430943
Ulldecona,"40,587778","0,442750",LLE,PETRONOR,0.587,0.442,1.429,1.489,0.0,0.0326665024309435
Ulldecona,"40,593139","0,443417",LLE,,0.593,0.443,0.439,1.319,0.0,0.0143756502430943
Valls,"41,288500","1,249472",LLS1,REPSOL,1.288,1.249,1.449,1.169,0.0,0.0326765074309438
Valls,"41,283111","1,261111",LLS1,REPSOL,1.283,1.261,1.449,1.169,0.0,0.0328965074309438
Valls,"41,271861","1,229361",LLS1,REPSOL,1.271,1.229,1.459,1.165,0.0,0.0144156507430943
Valls,"41,274528","1,236056",LLS1,,1.274,1.236,0.81,1.339,0.0,0.0338765074309438
Valls,"41,278583","1,246944",LLS1,REPSOL,1.278,1.246,0.89,1.449,0.0,0.0324165074309438
Valls,"41,311028","1,260972",LLS1,CEPSA,1.311,1.26,1.489,1.542,0.0,0.0122676507430943
Valls,"41,313694","1,268611",LLS1,,1.313,1.268,0.439,1.289,0.0,0.0305565074309438
Valls,"41,298361","1,258472",LLS1,REPSOL,1.298,1.258,1.539,0.969,0.0,0.0328665074309438
Valls,"41,304306","1,262639",LLS1,,1.304,1.262,0.419,1.237,0.0,0.0142606507430943
Vandell,"41,020139","0,827250",LLOS0,,1.02,0.827,1.257,1.317,0.0,0.0326165084309438
Vandell,"40,989056","0,908194",LLOS0,REPSOL,0.989,0.908,1.429,1.539,0.0,0.0108656508430943
Vandell,"40,985694","0,893722",LET,,0.985,0.893,0.999,0.999,0.0,0.0338965084309438
Vandell,"40,985472","0,897139",LET,,0.985,0.897,0.999,0.999,0.0,0.0338865084309438
Vandell,"40,949250","0,856972",LET,,0.949,0.856,0.449,1.257,0.0,0.0100276508430943
Vandell,"40,986306","0,893639",LET,,0.986,0.893,1.179,1.129,0.0,0.0160446508430943
Vandell,"40,949722","0,855917",LET,REPSOL,0.949,0.855,1.429,1.559,0.0,0.0332065084309438
Vandell,"41,007028","0,911000",LET,,1.007,0.911,0.419,1.238,0.0,0.0128316508430943
Vandell,"41,007250","0,910639",LET,,1.007,0.91,0.439,1.229,0.0,0.0150836508430943
Vendrell (El),"41,224778","1,534611",LL,BP,1.224,1.534,1.469,1.569,0.0,0.0329565094309437
Vendrell (El),"41,211611","1,529444",LL,,1.211,1.529,0.439,1.349,0.0,0.0161216509430943
Vendrell (El),"41,215389","1,546472",LL,Q8,1.215,1.546,1.339,1.409,0.0,0.0322665094309437
Vendrell (El),"41,187444","1,520028",LL,Q8,1.187,1.52,1.369,1.439,0.0,0.0322465094309437
Vendrell (El),"41,219778","1,536972",LL,REPSOL,1.219,1.536,1.479,1.539,0.0,0.0333965094309438
Vendrell (El),"41,225194","1,544111",LL,,1.225,1.544,1.479,1.539,0.0,0.0106666509430943
Vendrell (El),"41,186250","1,513472",LS)1,,1.186,1.513,0.699,1.349,0.0,0.0816465094309437
Vilalba,"41,119333","0,408194",LBA,,1.119,0.408,1.4,1.05,0.0,0.0148476512430943
Vilallonga,"41,205778","1,207444",L,,1.205,1.207,1.339,1.559,0.0,0.0338165134309438
Vila,"41,289778","1,351222",LA-,,1.289,1.351,1.519,1.429,0.0,0.0332965174309438
Vila,"41,286361","1,414278",LA-,GALP,1.286,1.414,0.699,1.444,0.0,0.0337865174309438
Vila,"41,287889","1,411861",LA-,GALP,1.287,1.411,0.699,1.444,0.0,0.0337565174309438
Vila,"41,306611","1,354611",LA-,,1.306,1.354,1.32,0.92,0.0,0.0109856517430943
Vila,"41,118722","1,155722",LA-,,1.118,1.155,0.449,0.905,0.0,0.0130556518430943
Vila,"41,117361","1,152361",LA-,REPSOL,1.117,1.152,0.979,1.479,0.0,0.0115366518430943
Vila,"41,085833","1,182694",LA-,SHELL,1.085,1.182,1.359,1.439,0.0,0.0853365184309434
Vila,"41,103389","1,130611",LA-,SHELL,1.103,1.13,0.649,0.905,0.0,0.0853465184309434
Vila,"41,107944","1,152417",LA-,,1.107,1.152,1.288,1.338,0.0,0.0133636518430943
Vila,"41,105389","1,150583",LA-,,1.105,1.15,1.288,1.338,0.0,0.0150616518430943
Vilaverd,"41,331139","1,175500",L-S: 09:00-21:00,CEPSA,1.331,1.175,1.482,1.584,0.0,0.0335365194309437
Vinebre,"41,180833","0,593444",L 340,PETRONOR,1.18,0.593,1.429,1.489,0.0,0.0324565234309433
Vinyols,"41,077500","1,061028",LS I,SHELL,1.077,1.061,1.379,1.459,0.0,0.0853565244309433
Vinyols,"41,079389","1,062528",LS I,,1.079,1.062,0.439,1.299,0.0,0.0305765244309435
Xerta,"40,905389","0,484917",LA,REPSOL,0.905,0.484,1.425,1.485,0.0,0.0328465254309445
Aguaviva,"40,824694","-0,201611",LON,,0.824,0.201,1.479,1.529,0.0,0.0139665294402443
Alba,"40,615250","-1,344639",LBA-1,,0.615,1.344,0.939,0.099,0.0,0.0997865324402445
Albalate,"41,128361","-0,510583",LATE,,1.128,0.51,1.519,1.099,0.0,0.0142265334402441
Albarracín,"40,412889","-1,440583",L-V: 06:00-23:00;,CEPSA,0.412,1.44,0.795,1.489,0.0,0.0100026534440244
Albentosa,"40,111500","-0,740056",L-D: 24,GALP,0.111,0.74,0.79,1.499,0.0,0.0198965354402444
Alcalá,"40,365861","-0,706083",LA,GALP,0.365,0.706,1.449,1.509,0.0,0.0144265374402446
Alcañiz,"41,053639","-0,156528",L-D: 07:00-22:45,ALCAMPO,1.053,0.156,1.247,1.33,0.0,0.0114136538440244
Alcañiz,"41,043972","-0,130056",L-D: 06:00-22:45,CEPSA,1.043,0.13,1.399,0.974,0.0,0.0142065384402446
Alcañiz,"41,052500","-0,152722",L.,REPSOL,1.052,0.152,1.575,0.919,0.0,0.0136565384402446
Alcañiz,"41,026472","-0,103972",L-D: 24,,1.026,0.103,1.29,0.01,0.0,0.0107026538440244
Alcañiz,"41,064639","-0,152333",LLE,,1.064,0.152,0.33,1.27,0.0,0.0994365384402446
Alcañiz,"41,108722","-0,248528",L-D: 24,,1.108,0.248,1.28,0.88,0.0,0.0116366538440244
Alcañiz,"41,052389","-0,148361",LAS,,1.052,0.148,0.419,1.247,0.0,0.0158906538440244
Alcañiz,"41,017750","-0,090472",L-D: 06:00-22:00,,1.017,0.09,1.279,1.389,0.0,0.0147356538440244
Alcorisa,"40,894278","-0,377333","LES, 13",REPSOL,0.894,0.377,1.539,1.449,0.0,0.0150465394402445
Alcorisa,"40,901750","-0,382028",L 420,,0.901,0.382,1.359,0.949,0.0,0.0961865394402441
Alfambra,"40,529083","-1,025306",L-V: 08:00-14:00,,0.529,1.025,1.489,1.579,0.0,0.0124965404402441
Aliaga,"40,680528","-0,696056",L LA,REPSOL,0.68,0.696,1.499,1.579,0.0,0.0152565414402445
Andorra,"40,973861","-0,436361",L-D: 06:00-22:00,GALP,0.973,0.436,0.75,1.48,0.0,0.0830365494402445
Andorra,"40,982278","-0,447833",LA,REPSOL,0.982,0.447,1.567,1.498,0.0,0.0150965494402445
Andorra,"40,973306","-0,438806",LLE,,0.973,0.438,1.36,0.98,0.0,0.0139386549440244
Bañón,"40,833083","-1,196778",LEOS,,0.833,1.196,1.269,0.939,0.0,0.0135646557440244
Barrachina,"40,898333","-1,138639",L-D: 24,,0.898,1.138,0.846,0.096,0.0,0.0966865584402442
Bello,"40,923694","-1,495889",LLO-1,,0.923,1.495,0.939,0.098,0.0,0.0982365614402443
Blancas,"40,812361","-1,482972",LES,,0.812,1.482,0.939,0.099,0.0,0.0997965654402446
Calaceite,"41,016083","0,192972",L,REPSOL,1.016,0.192,1.409,1.059,0.0,0.0150765724402442
Calamocha,"40,913361","-1,298306",L-D: 24,REPSOL,0.913,1.298,1.479,1.589,0.0,0.0142465734402442
Calamocha,"40,904778","-1,301194",L-D: 07:00-21:00,,0.904,1.301,0.469,1.359,0.0,0.0127346573440244
Calanda,"40,946639","-0,230444",L-D: 24,CEPSA,0.946,0.23,1.489,1.169,0.0,0.0138965744402445
Calanda,"40,941028","-0,232694",LEA-,,0.941,0.232,0.9,0.01,0.0,0.0107376574440244
Calanda,"40,944806","-0,230722",LA,,0.944,0.23,1.359,0.901,0.0,0.0911665744402441
Camarillas,"40,616389","-0,760083",LLAS-0,,0.616,0.76,0.939,0.099,0.0,0.0999665784402443
Caminreal,"40,837056","-1,316222",L-1,,0.837,1.316,0.939,0.099,0.0,0.0994265794402443
Caminreal,"40,837611","-1,305361",L-1,CEPSA,0.837,1.305,1.494,1.604,0.0,0.0117996579440244
Cantavieja,"40,508333","-0,407417",LLE,PETRONOR,0.508,0.407,1.449,1.055,0.0,0.0153265804402446
Castelserás,"40,977528","-0,143778",LA 1,,0.977,0.143,0.469,1.254,0.0,0.0130216591440244
Celadas,"40,471639","-1,144528",LES,,0.471,1.144,0.939,0.097,0.0,0.0972165934402443
Cella,"40,446806","-1,286278",LLA-1,BP,0.446,1.286,1.489,1.589,0.0,0.0109066594440244
Cella,"40,482583","-1,251333",LLA-1,,0.482,1.251,1.469,1.559,0.0,0.0136865944402443
Cella,"40,458750","-1,245694",LLA-1,,0.458,1.245,0.61,1.258,0.0,0.0146946594440244
Cella,"40,461528","-1,296778",LLA-1,,0.461,1.296,1.269,0.939,0.0,0.0126786594440244
Codoñera (La),"40,935561","-0,086346",LA)-0,,0.935,0.086,1.289,0.977,0.0,0.0983865964402446
Cretas,"40,931278","0,214778",L-D: 24,,0.931,0.214,0.934,1.303,0.0,0.0955566004402444
Ferreruela,"41,050833","-1,276389",LA,REPSOL,1.05,1.276,1.575,0.909,0.0,0.0119866612440244
Ferreruela,"41,060639","-1,235667",LA,,1.06,1.235,0.69,1.269,0.0,0.0998666124402447
Fuentes,"40,697944","-0,977500",LES,,0.697,0.977,0.939,0.012,0.0,0.0126796621440244
Fuentes,"40,862472","-1,318750",LES,,0.862,1.318,0.939,0.097,0.0,0.0973966224402445
Híjar,"41,170611","-0,442194",LdmQ8,Q8,1.17,0.442,1.459,1.529,0.0,0.0135866324402445
Híjar,"41,169750","-0,441611",LLE,,1.169,0.441,0.471,1.282,0.0,0.0989966324402441
Jarque,"40,701472","-0,804250",LA,,0.701,0.804,0.939,0.099,0.0,0.0999466384402444
Manzanera,"40,063472","-0,825333",LLE,REPSOL,0.063,0.825,1.489,1.589,0.0,0.0135066650440244
Mas,"40,831472","-0,240250",LAS,,0.831,0.24,1.449,1.109,0.0,0.0145566524402445
Mas,"40,836200","-0,244624",LAS,,0.836,0.244,1.409,0.979,0.0,0.0110176652440244
Mazaleón,"41,048172","0,102071",LEON0,,1.048,0.102,0.94,0.01,0.0,0.0107636654440244
Mezquita,"40,722667","-0,855667",LES,,0.722,0.855,0.939,0.099,0.0,0.0999566554402443
Monreal,"40,750583","-1,333361",L,REPSOL,0.75,1.333,0.95,1.489,0.0,0.0143766604402443
Monreal,"40,782750","-1,346972",L,REPSOL,0.782,1.346,1.449,1.559,0.0,0.0144366604402443
Monreal,"40,772944","-1,339556",L,,0.772,1.339,0.47,1.279,0.0,0.0985266604402443
Monreal,"40,778000","-1,357000",L,,0.778,1.357,0.69,1.269,0.0,0.0988766604402446
Monroyo,"40,788111","-0,035556",L-D: 08:00-20:00,REPSOL,0.788,0.035,1.579,1.419,0.0,0.0139266614402447
Montalbán,"40,831417","-0,798167",LBAN-0,REPSOL,0.831,0.798,1.589,1.499,0.0,0.0142766624402444
Mora,"40,247722","-0,759833",LOS-0,BP,0.247,0.759,1.489,1.589,0.0,0.0109076665440244
Muniesa,"41,028194","-0,806722",LEOS,,1.028,0.806,1.259,0.939,0.0,0.0136166684402442
Odón,"40,885222","-1,567444",L-D: 24,,0.885,1.567,0.917,0.099,0.0,0.0991266734402443
Ojos,"40,739395","-1,496207",LES,,0.739,1.496,0.939,0.098,0.0,0.0988866744402443
Orihuela,"40,547639","-1,651944",LA,,0.547,1.651,1.429,1.539,0.0,0.0139566784402441
Orrios,"40,588172","-0,987763",LES,,0.588,0.987,0.939,0.099,0.0,0.0998166794402447
Pancrudo,"40,762506","-1,029235",L-D: 24,,0.762,1.029,0.919,0.096,0.0,0.0967566814402445
Peñarroya,"40,758778","0,042611",Ldm,,0.758,0.042,1.361,0.991,0.0,0.0963766834402441
Perales,"40,627667","-1,000472",LES,,0.627,1.0,0.59,1.269,0.0,0.0143666864402441
Perales,"40,627000","-0,998861",LES,,0.627,0.998,0.939,0.098,0.0,0.0988566864402441
Perales,"40,636194","-1,001639",LES,,0.636,1.001,0.939,0.099,0.0,0.0999266864402441
Pobo (El),"40,506000","-0,860806",L)-0,,0.506,0.86,0.939,0.098,0.0,0.0988966894402445
Portellada (La),"40,883639","0,052306",LADA,,0.883,0.052,1.3,0.92,0.0,0.0940866904402445
Puebla,"41,219833","-0,469806",LA,REPSOL,1.219,0.469,0.75,1.599,0.0,0.0144766934402444
Puebla,"40,220056","-0,939889",LA,,0.22,0.939,1.494,1.604,0.0,0.0116746694440244
Puebla,"40,210083","-0,920306",LA,,0.21,0.92,0.939,0.097,0.0,0.0972566944402444
Rubielos,"40,190750","-0,655917",LOS,REPSOL,0.19,0.655,1.449,1.089,0.0,0.0140467034402443
Santa,"40,564778","-1,285500",LIA-1,REPSOL,0.564,1.285,1.485,1.585,0.0,0.0151067104402444
Sarrión,"40,149639","-0,823556",L-D: 06:00-22:00,REPSOL,0.149,0.823,0.909,1.479,0.0,0.014056711440244
Teruel,"40,356944","-1,135639",L-1,REPSOL,0.356,1.135,1.479,1.075,0.0,0.015116716440244
Teruel,"40,357556","-1,136722",L-1,REPSOL,0.357,1.136,1.479,1.539,0.0,0.015126716440244
Teruel,"40,347889","-1,116611",L-1,,0.347,1.116,0.885,1.459,0.0,0.014386716440244
Teruel,"40,337083","-1,101278",L-1,,0.337,1.101,0.885,1.459,0.0,0.014416716440244
Teruel,"40,360472","-1,107917",L-1,,0.36,1.107,1.409,1.069,0.0,0.012576716440244
Teruel,"40,338028","-1,101083",L-1,,0.338,1.101,1.289,1.379,0.0,0.0130476716440244
Teruel,"40,336611","-1,104944",L-1,REPSOL,0.336,1.104,1.449,1.055,0.0,0.014196716440244
Teruel,"40,332611","-1,087472",L-1,REPSOL,0.332,1.087,0.919,1.449,0.0,0.0139167164402441
Teruel,"40,362333","-1,152083",LAS-1,,0.362,1.152,1.27,1.348,0.0,0.0145486716440244
Teruel,"40,363111","-1,146528",LAS-1,,0.363,1.146,0.59,1.259,0.0,0.0971467164402441
Teruel,"40,365083","-1,153889",LAS-1,,0.365,1.153,0.36,1.263,0.0,0.0154396716440244
Teruel,"40,413444","-1,197444",LES,,0.413,1.197,0.939,0.097,0.0,0.0971867164402443
Teruel,"40,376694","-1,148278",LES,,0.376,1.148,0.939,0.097,0.0,0.0972367164402441
Teruel,"40,362556","-1,154917",L-1,,0.362,1.154,1.283,0.097,0.0,0.0979967164402441
Teruel,"40,361583","-1,150472",L-1,,0.361,1.15,0.424,1.208,0.0,0.0978667164402442
Tornos,"40,958306","-1,434444",L,,0.958,1.434,0.89,0.099,0.0,0.0993967194402443
Torralba,"40,892200","-1,461152",LBA,,0.892,1.461,0.939,0.099,0.0,0.0998467204402446
Torrecilla,"40,963722","-0,091861",LLA,,0.963,0.091,1.276,0.917,0.0,0.0112616725440244
Torrijo,"40,825194","-1,337889",L,,0.825,1.337,0.939,0.099,0.0,0.0991967324402447
Utrillas,"40,802472","-0,837611",LLAS-0,REPSOL,0.802,0.837,0.89,1.489,0.0,0.0136967374402445
Valderrobres,"40,865306","0,163472",LEOS,,0.865,0.163,0.465,0.942,0.0,0.0142986744440244
Valderrobres,"40,863889","0,151778",L-D: 07:00-22:00,,0.863,0.151,0.405,0.882,0.0,0.0940467444402445
Valderrobres,"40,872528","0,150917",L,CEPSA,0.872,0.15,1.489,1.539,0.0,0.0150867444402445
Valjunquera,"40,954583","0,017028",L-D: 24,,0.954,0.017,1.3,0.91,0.0,0.0977467454402443
Villafranca,"40,702417","-1,317556",L,,0.702,1.317,0.639,1.479,0.0,0.0133756748440244
Villafranca,"40,699617","-1,347402",L,,0.699,1.347,0.939,0.099,0.0,0.0997767484402443
Villarquemado,"40,517833","-1,269278",LEOS,,0.517,1.269,1.269,0.939,0.0,0.0988667544402441
Villastar,"40,284278","-1,147417",LES,,0.284,1.147,0.939,0.097,0.0,0.0972867564402441
Visiedo,"40,683278","-1,098417",LES,,0.683,1.098,0.939,0.099,0.0,0.0998767594402451
Ajofrín,"39,732556","-3,985972",LLA,REPSOL,9.732,3.985,0.929,1.469,0.0,0.0535967624507452
Alameda,"40,014778","-3,805028",LA,REPSOL,0.014,3.805,1.579,1.489,0.0,0.0538867634507455
Albarreal,"39,875500","-4,217389",L DE,REPSOL,9.875,4.217,1.595,1.505,0.0,0.0539067644507455
