vehicle_id,datetime,location_province,liters,kwh,price_per_l,price_per_kwh,cost_eur,km_since_last,odo_km
B00327,2024-02-26,A Coruña,342.79,,,,,949,183073
T00211,2024-02-26,Valencia,506.83,,,,,2479,225789
B00384,2024-02-26,Zaragoza,185.82,,,,,442,148826
T00070,2024-02-26,A Coruña,590.34,,,,,1742,205949
T00005,2024-02-27,Valencia,209.07,,,,,771,215900
T00149,2024-02-27,Madrid,142.12,,,,,376,285643
B00343,2024-02-27,Zaragoza,198.27,,,,,472,111375
T00016,2024-02-28,Madrid,47.16,,,,,135,296474
B00337,2024-02-28,A Coruña,166.31,,,,,402,300758
T00119,2024-02-28,Valencia,468.43,,,,,1259,269530
T00206,2024-02-28,Sevilla,432.55,,,,,1100,191913
T00145,2024-02-29,Zaragoza,214.9,,,,,745,234489
T00239,2024-02-29,Barcelona,107.91,,,,,348,341077
T00125,2024-02-29,Barcelona,184.4,,,,,875,120674
T00251,2024-02-29,Valencia,638.42,,,,,1584,107538
T00188,2024-03-01,Zaragoza,271.02,,,,,873,298010
T00065,2024-03-01,Sevilla,302.54,,,,,934,202870
B00410,2024-03-01,Zaragoza,308.74,,,,,742,223759
T00204,2024-03-02,Madrid,293.85,,,,,970,211961
T00198,2024-03-02,Valencia,523.04,,,,,1545,148431
T00285,2024-03-02,Sevilla,352.33,,,,,1362,233882
T00017,2024-03-02,Sevilla,715.78,,,,,2875,276008
B00391,2024-03-02,Sevilla,138.66,,,,,301,220081
T00014,2024-03-02,Madrid,308.07,,,,,1123,115708
T00273,2024-03-02,Valencia,279.8,,,,,899,118482
T00028,2024-03-02,Sevilla,500.71,,,,,1955,260780
T00266,2024-03-03,Barcelona,838.97,,,,,3347,203900
T00209,2024-03-03,Sevilla,106.92,,,,,366,205532
B00410,2024-03-03,A Coruña,220.68,,,,,530,209421
B00362,2024-03-03,Sevilla,348.22,,,,,900,284931
T00176,2024-03-03,Valencia,175.01,,,,,649,299559
T00083,2024-03-04,Madrid,517.74,,,,,1406,230444
T00203,2024-03-04,Valencia,376.64,,,,,1163,196195
T00242,2024-03-04,Zaragoza,360.62,,,,,1139,144712
T00195,2024-03-05,Zaragoza,358.06,,,,,1256,172390
T00122,2024-03-05,A Coruña,172.26,,,,,557,278398
B00314,2024-03-05,Madrid,,92.31,,,,54,169408
B00403,2024-03-05,Madrid,240.92,,,,,664,234154
T00092,2024-03-05,Madrid,378.4,,,,,1581,193006
B00326,2024-03-06,Sevilla,307.06,,,,,614,258794
B00382,2024-03-06,Sevilla,156.56,,,,,410,224794
T00237,2024-03-06,Sevilla,130.22,,,,,609,244019
T00036,2024-03-06,Valencia,515.88,,,,,2022,186929
T00198,2024-03-06,Sevilla,436.01,,,,,1288,155507
T00017,2024-03-07,Valencia,717.15,,,,,2881,248220
B00420,2024-03-07,Sevilla,309.69,,,,,646,290278
B00353,2024-03-07,Barcelona,83.6,,,,,166,240788
T00261,2024-03-08,Sevilla,409.71,,,,,1502,189708
T00204,2024-03-08,Barcelona,428.04,,,,,1414,219363
T00055,2024-03-08,Valencia,179.68,,,,,1074,125576
B00338,2024-03-09,Barcelona,269.93,,,,,578,135379
T00192,2024-03-09,Madrid,243.74,,,,,662,306854
T00130,2024-03-09,Zaragoza,318.37,,,,,1346,177347
T00013,2024-03-09,Barcelona,135.37,,,,,442,229436
B00348,2024-03-10,A Coruña,206.58,,,,,467,305676
T00180,2024-03-10,Barcelona,525.82,,,,,2189,177176
T00249,2024-03-11,Valencia,267.24,,,,,1091,163662
T00191,2024-03-11,Zaragoza,603.46,,,,,2261,167452
T00161,2024-03-12,Madrid,115.57,,,,,429,317849
T00237,2024-03-12,Valencia,274.43,,,,,1285,239621
T00113,2024-03-12,Sevilla,529.59,,,,,1500,191698
T00087,2024-03-12,A Coruña,286.49,,,,,865,163877
B00354,2024-03-12,A Coruña,276.76,,,,,827,124181
T00019,2024-03-12,A Coruña,259.91,,,,,900,174978
T00129,2024-03-12,Madrid,604.72,,,,,1846,201427
T00148,2024-03-13,Barcelona,168.16,,,,,570,229046
T00025,2024-03-13,A Coruña,314.42,,,,,1260,236693
T00236,2024-03-13,Zaragoza,233.03,,,,,677,196921
T00179,2024-03-13,Zaragoza,108.58,,,,,301,260894
T00280,2024-03-13,Barcelona,473.72,,,,,2020,246383
T00283,2024-03-14,Zaragoza,319.53,,,,,1153,233533
T00269,2024-03-14,Barcelona,458.87,,,,,1768,263019
B00342,2024-03-14,A Coruña,236.56,,,,,528,195000
T00165,2024-03-14,Barcelona,146.87,,,,,448,259546
T00219,2024-03-14,Valencia,143.51,,,,,457,214496
B00397,2024-03-15,Barcelona,244.02,,,,,426,203384
T00089,2024-03-15,Sevilla,79.38,,,,,254,210113
B00311,2024-03-16,Zaragoza,,197.12,,,,142,235034
B00371,2024-03-16,Zaragoza,266.32,,,,,870,156819
T00299,2024-03-16,Sevilla,241.57,,,,,994,236934
T00119,2024-03-17,Zaragoza,458.33,,,,,1232,267903
T00025,2024-03-17,Sevilla,304.99,,,,,1222,246151
B00371,2024-03-17,Madrid,44.53,,,,,145,157618
B00348,2024-03-17,Valencia,51.12,,,,,115,298458
B00334,2024-03-17,Zaragoza,248.71,,,,,520,205945
B00378,2024-03-18,Madrid,162.99,,,,,405,116563
T00281,2024-03-18,Barcelona,419.59,,,,,1392,228164
B00337,2024-03-18,Zaragoza,164.52,,,,,397,306772
T00073,2024-03-19,Valencia,273.04,,,,,991,138020
B00312,2024-03-20,Zaragoza,,214.9,,,,132,214272
T00128,2024-03-20,Valencia,72.14,,,,,254,254340
T00012,2024-03-20,Madrid,526.26,,,,,1595,188705
T00268,2024-03-21,Barcelona,420.52,,,,,1383,200647
T00171,2024-03-21,A Coruña,329.7,,,,,1096,262618
T00270,2024-03-21,Valencia,148.44,,,,,582,142951
T00243,2024-03-21,Barcelona,254.49,,,,,850,284098
B00411,2024-03-22,Sevilla,212.66,,,,,764,111440
T00010,2024-03-22,A Coruña,454.43,,,,,1728,199789
T00255,2024-03-22,A Coruña,367.97,,,,,1611,200096
B00420,2024-03-24,Sevilla,162.05,,,,,338,292342
B00409,2024-03-24,Barcelona,312.58,,,,,839,267981
T00148,2024-03-24,Madrid,520.76,,,,,1767,225650
T00187,2024-03-24,Valencia,345.17,,,,,1240,140647
T00024,2024-03-24,Barcelona,371.59,,,,,1079,130624
T00275,2024-03-25,Zaragoza,494.49,,,,,1929,297992
T00180,2024-03-25,A Coruña,698.37,,,,,2907,209248
T00231,2024-03-25,Barcelona,448.43,,,,,1466,158596
B00309,2024-03-25,Madrid,,137.63,,,,86,279719
B00405,2024-03-26,A Coruña,120.74,,,,,227,210820
T00140,2024-03-26,Sevilla,586.29,,,,,2672,292217
B00392,2024-03-26,Madrid,140.46,,,,,489,144415
T00083,2024-03-27,Valencia,310.14,,,,,842,219785
B00306,2024-03-27,Valencia,,261.44,,,,131,234518
T00148,2024-03-27,Sevilla,98.49,,,,,334,212648
T00201,2024-03-27,Madrid,179.52,,,,,591,189162
B00383,2024-03-27,Zaragoza,331.17,,,,,790,244323
T00166,2024-03-28,Sevilla,675.61,,,,,2554,172761
T00010,2024-03-28,Sevilla,52.09,,,,,198,208897
T00263,2024-03-28,Barcelona,226.79,,,,,844,115288
T00275,2024-03-29,Barcelona,508.99,,,,,1985,299977
T00125,2024-03-29,Sevilla,450.02,,,,,2136,151743
B00348,2024-03-29,Zaragoza,197.52,,,,,446,293085
B00318,2024-03-30,Madrid,,91.57,,,,86,106980
B00357,2024-03-30,Sevilla,132.71,,,,,285,118488
T00263,2024-03-30,Madrid,364.94,,,,,1358,116646
T00050,2024-03-31,A Coruña,809.17,,,,,2260,129435
T00119,2024-03-31,Zaragoza,91.41,,,,,245,284992
T00226,2024-03-31,Zaragoza,302.31,,,,,1374,197860
B00312,2024-03-31,Zaragoza,,122.57,,,,75,216835
T00257,2024-04-01,Sevilla,239.94,,,,,813,103730
T00265,2024-04-01,A Coruña,280.66,,,,,819,244976
B00379,2024-04-01,A Coruña,226.84,,,,,556,251063
B00323,2024-04-01,Zaragoza,,89.49,,,,58,242672
T00213,2024-04-02,Madrid,538.83,,,,,1598,238610
T00203,2024-04-02,A Coruña,132.06,,,,,407,204432
T00138,2024-04-03,Sevilla,227.08,,,,,592,118427
T00101,2024-04-03,Sevilla,293.27,,,,,671,149534
B00348,2024-04-03,Valencia,118.45,,,,,268,305209
T00007,2024-04-03,Zaragoza,173.9,,,,,1026,196552
T00178,2024-04-03,Madrid,432.01,,,,,1222,257098
T00116,2024-04-03,Zaragoza,463.8,,,,,1256,134628
B00320,2024-04-04,Barcelona,,259.97,,,,172,108254
B00321,2024-04-05,Sevilla,,191.01,,,,113,130433
T00194,2024-04-05,Valencia,640.62,,,,,1692,236963
T00100,2024-04-05,Madrid,128.37,,,,,445,185891
T00242,2024-04-06,A Coruña,315.42,,,,,996,151010
B00413,2024-04-06,Barcelona,173.04,,,,,388,211471
T00042,2024-04-07,Barcelona,335.64,,,,,1130,191490
B00395,2024-04-07,Zaragoza,99.47,,,,,208,283238
T00172,2024-04-07,Madrid,280.4,,,,,809,220444
T00224,2024-04-08,Valencia,447.25,,,,,1417,239728
T00159,2024-04-08,Zaragoza,793.61,,,,,2878,159387
B00385,2024-04-08,Madrid,300.21,,,,,864,223181
T00109,2024-04-08,Madrid,696.97,,,,,2747,142624
B00380,2024-04-08,Valencia,180.05,,,,,462,146879
T00244,2024-04-09,Valencia,451.31,,,,,1328,289632
T00096,2024-04-09,Zaragoza,734.21,,,,,2020,271577
T00028,2024-04-09,Valencia,105.39,,,,,411,266520
B00398,2024-04-09,Sevilla,282.3,,,,,622,249051
T00197,2024-04-10,Madrid,368.66,,,,,1013,112135
B00340,2024-04-10,Valencia,71.21,,,,,116,206450
T00097,2024-04-10,Valencia,313.25,,,,,1220,228013
B00389,2024-04-10,Valencia,268.67,,,,,893,257965
T00100,2024-04-11,Valencia,476.55,,,,,1654,168134
T00243,2024-04-11,A Coruña,376.98,,,,,1259,276973
T00059,2024-04-11,A Coruña,97.66,,,,,386,305871
T00184,2024-04-12,Valencia,359.39,,,,,1056,187762
B00404,2024-04-12,A Coruña,133.74,,,,,302,200082
T00125,2024-04-12,Barcelona,545.35,,,,,2589,137103
T00089,2024-04-13,Madrid,344.88,,,,,1107,191180
T00107,2024-04-13,Barcelona,353.93,,,,,1275,206899
T00088,2024-04-14,Madrid,166.67,,,,,461,274656
T00018,2024-04-14,Madrid,299.87,,,,,1027,286984
T00295,2024-04-14,A Coruña,233.51,,,,,859,186606
T00192,2024-04-14,Sevilla,322.75,,,,,877,286046
B00332,2024-04-15,Zaragoza,62.48,,,,,171,106133
T00067,2024-04-15,Zaragoza,153.07,,,,,482,163526
T00008,2024-04-15,Sevilla,366.94,,,,,1055,204954
B00419,2024-04-15,Sevilla,219.75,,,,,829,234312
T00259,2024-04-15,Madrid,409.92,,,,,1196,281856
T00028,2024-04-16,Sevilla,515.74,,,,,2014,228511
T00031,2024-04-16,Sevilla,505.18,,,,,1744,181310
B00345,2024-04-16,Valencia,82.71,,,,,199,225631
T00190,2024-04-16,Zaragoza,128.7,,,,,466,213582
B00312,2024-04-17,Sevilla,,173.3,,,,107,215214
T00078,2024-04-17,Madrid,406.09,,,,,1699,263322
T00092,2024-04-17,Sevilla,282.96,,,,,1182,196762
T00112,2024-04-17,A Coruña,266.3,,,,,686,229102
T00126,2024-04-18,A Coruña,545.94,,,,,1717,246551
B00362,2024-04-18,Zaragoza,95.79,,,,,247,298142
T00117,2024-04-18,Valencia,665.34,,,,,2110,128629
T00219,2024-04-18,Sevilla,491.98,,,,,1567,192248
B00366,2024-04-18,Madrid,115.24,,,,,279,111903
B00389,2024-04-19,Barcelona,330.75,,,,,1099,253380
B00320,2024-04-19,A Coruña,,283.33,,,,188,109602
T00057,2024-04-19,Madrid,270.86,,,,,839,153684
T00082,2024-04-19,Zaragoza,205.68,,,,,627,147424
T00239,2024-04-19,Valencia,341.45,,,,,1101,338391
T00171,2024-04-19,Madrid,165.57,,,,,550,246587
T00174,2024-04-19,Valencia,180.46,,,,,526,219553
B00389,2024-04-20,Valencia,126.61,,,,,421,254317
T00042,2024-04-21,Zaragoza,257.66,,,,,867,192357
T00075,2024-04-21,Zaragoza,267.41,,,,,694,127999
T00203,2024-04-21,A Coruña,193.88,,,,,598,208010
B00330,2024-04-21,Barcelona,400.75,,,,,927,295639
T00186,2024-04-21,Barcelona,173.53,,,,,471,251186
T00217,2024-04-22,Barcelona,645.62,,,,,2050,274258
T00065,2024-04-22,Valencia,374.48,,,,,1156,187486
T00298,2024-04-22,Sevilla,392.98,,,,,1380,298607
B00322,2024-04-22,Sevilla,,188.44,,,,124,153258
T00153,2024-04-22,Sevilla,545.18,,,,,1880,333825
T00192,2024-04-22,Zaragoza,366.15,,,,,994,302076
T00059,2024-04-22,Madrid,197.36,,,,,780,297532
T00084,2024-04-22,Barcelona,430.91,,,,,1009,245595
B00402,2024-04-23,Zaragoza,323.6,,,,,728,270853
T00105,2024-04-23,Valencia,522.39,,,,,1778,222456
T00168,2024-04-23,Madrid,494.83,,,,,2070,284717
T00261,2024-04-23,Sevilla,329.08,,,,,1207,196300
T00041,2024-04-23,Sevilla,516.22,,,,,1842,175689
T00174,2024-04-23,Valencia,195.56,,,,,570,214779
T00251,2024-04-23,Sevilla,937.11,,,,,2326,129201
T00189,2024-04-24,A Coruña,480.94,,,,,1344,290668
T00267,2024-04-25,A Coruña,201.69,,,,,802,238406
T00070,2024-04-25,Sevilla,160.03,,,,,472,189356
B00410,2024-04-25,Madrid,84.09,,,,,202,214959
T00172,2024-04-25,Sevilla,623.81,,,,,1800,209818
T00188,2024-04-26,Valencia,523.54,,,,,1687,314705
T00075,2024-04-26,Valencia,258.07,,,,,669,122378
T00251,2024-04-26,Zaragoza,767.46,,,,,1905,110264
B00355,2024-04-26,A Coruña,160.97,,,,,519,149044
B00333,2024-04-27,Barcelona,181.11,,,,,379,161105
T00109,2024-04-27,Madrid,793.12,,,,,3126,138534
T00051,2024-04-27,A Coruña,154.78,,,,,419,202994
B00382,2024-04-27,Madrid,199.9,,,,,523,224384
T00202,2024-04-27,Valencia,826.82,,,,,2367,274269
T00081,2024-04-28,Zaragoza,68.02,,,,,241,244162
B00310,2024-04-28,Madrid,,108.98,,,,60,180864
B00394,2024-04-28,Madrid,473.6,,,,,1328,206388
T00208,2024-04-28,Valencia,534.02,,,,,1531,145483
T00007,2024-04-28,Madrid,326.77,,,,,1928,238293
T00183,2024-04-28,A Coruña,508.72,,,,,1788,261776
T00103,2024-04-29,Madrid,434.57,,,,,1725,269533
T00185,2024-04-29,A Coruña,243.11,,,,,735,111580
T00058,2024-04-29,Zaragoza,326.21,,,,,1118,230338
T00101,2024-04-29,Valencia,177.32,,,,,406,166518
T00205,2024-04-29,Zaragoza,362.14,,,,,1300,215010
T00092,2024-04-30,A Coruña,379.63,,,,,1587,248144
T00009,2024-04-30,A Coruña,495.68,,,,,1779,243698
T00090,2024-04-30,Sevilla,105.03,,,,,306,289648
T00221,2024-04-30,Madrid,186.4,,,,,632,158103
B00383,2024-05-01,Zaragoza,317.87,,,,,759,247538
T00133,2024-05-01,A Coruña,566.71,,,,,1884,286631
T00173,2024-05-01,Madrid,364.46,,,,,1265,154396
T00187,2024-05-01,Sevilla,70.08,,,,,251,136044
B00323,2024-05-01,A Coruña,,135.85,,,,88,243161
B00398,2024-05-01,A Coruña,38.27,,,,,84,250220
B00367,2024-05-02,A Coruña,152.43,,,,,251,288459
T00132,2024-05-02,Madrid,241.58,,,,,615,308955
T00109,2024-05-02,Zaragoza,244.89,,,,,965,134530
T00251,2024-05-02,Valencia,716.06,,,,,1777,151850
T00116,2024-05-03,Sevilla,104.8,,,,,283,147843
T00115,2024-05-03,Zaragoza,501.04,,,,,1988,295782
T00248,2024-05-03,Madrid,332.12,,,,,1121,138430
T00251,2024-05-03,Valencia,112.16,,,,,278,144507
T00076,2024-05-04,A Coruña,30.36,,,,,88,278307
B00314,2024-05-05,Valencia,,167.17,,,,97,171676
B00358,2024-05-05,A Coruña,62.84,,,,,162,133200
T00245,2024-05-05,Zaragoza,167.0,,,,,557,178408
T00076,2024-05-05,Zaragoza,142.94,,,,,415,279832
T00287,2024-05-05,Valencia,354.5,,,,,2026,216811
B00358,2024-05-06,Madrid,275.1,,,,,710,129498
B00398,2024-05-06,A Coruña,56.91,,,,,125,247952
T00217,2024-05-06,Sevilla,212.07,,,,,673,292543
T00221,2024-05-07,Zaragoza,527.24,,,,,1789,151903
B00343,2024-05-07,Zaragoza,193.22,,,,,460,115549
T00029,2024-05-07,Barcelona,143.6,,,,,436,165762
T00121,2024-05-07,Barcelona,707.92,,,,,2271,248341
B00408,2024-05-09,Madrid,237.4,,,,,511,128374
T00124,2024-05-09,Zaragoza,95.19,,,,,370,254285
B00302,2024-05-10,Valencia,,154.13,,,,108,189663
B00370,2024-05-10,A Coruña,142.73,,,,,762,195459
T00239,2024-05-11,Valencia,685.31,,,,,2210,317717
B00338,2024-05-12,Valencia,253.45,,,,,542,134356
T00064,2024-05-13,Valencia,471.71,,,,,1694,116861
T00154,2024-05-13,Valencia,140.86,,,,,464,181332
T00063,2024-05-14,Barcelona,330.16,,,,,1082,249975
B00345,2024-05-14,Valencia,225.53,,,,,543,235836
T00129,2024-05-15,Madrid,265.48,,,,,810,195680
T00191,2024-05-15,Valencia,687.26,,,,,2575,151970
B00400,2024-05-15,Barcelona,278.47,,,,,682,132355
B00384,2024-05-16,Zaragoza,125.47,,,,,298,152077
T00241,2024-05-16,Barcelona,161.42,,,,,462,151349
B00402,2024-05-17,Sevilla,302.49,,,,,681,276884
T00096,2024-05-17,Madrid,186.57,,,,,513,253702
B00304,2024-05-17,Zaragoza,,246.29,,,,149,272513
B00406,2024-05-17,Valencia,311.28,,,,,592,121069
T00213,2024-05-18,A Coruña,167.96,,,,,498,241488
T00014,2024-05-18,Sevilla,459.18,,,,,1674,124779
T00079,2024-05-18,Valencia,180.49,,,,,545,281627
T00099,2024-05-19,Valencia,322.45,,,,,937,140551
T00244,2024-05-19,A Coruña,385.15,,,,,1133,313203
T00056,2024-05-19,Zaragoza,458.66,,,,,1445,129902
T00207,2024-05-19,A Coruña,549.98,,,,,1867,218755
B00380,2024-05-20,Zaragoza,208.85,,,,,536,146417
T00282,2024-05-20,Valencia,388.05,,,,,1266,156611
T00190,2024-05-20,Barcelona,774.87,,,,,2806,158417
B00315,2024-05-20,Zaragoza,,261.2,,,,180,267808
T00191,2024-05-20,Valencia,831.26,,,,,3115,195650
T00063,2024-05-20,A Coruña,406.93,,,,,1333,261307
T00022,2024-05-20,Sevilla,52.43,,,,,145,109690
T00274,2024-05-21,Sevilla,167.23,,,,,484,107471
B00408,2024-05-21,Sevilla,225.44,,,,,485,128859
B00365,2024-05-21,A Coruña,99.85,,,,,255,241726
T00055,2024-05-21,Zaragoza,668.17,,,,,3996,170872
B00341,2024-05-21,A Coruña,167.49,,,,,308,193649
T00043,2024-05-22,Sevilla,81.22,,,,,354,192554
T00078,2024-05-23,Barcelona,330.82,,,,,1384,277636
T00263,2024-05-23,A Coruña,160.45,,,,,597,141431
B00313,2024-05-23,Madrid,,133.96,,,,83,192956
T00238,2024-05-23,Zaragoza,502.15,,,,,1349,132922
T00127,2024-05-24,Barcelona,249.83,,,,,978,167953
B00337,2024-05-24,Valencia,213.71,,,,,516,308917
B00302,2024-05-25,Valencia,,219.24,,,,154,190433
T00073,2024-05-25,Barcelona,135.19,,,,,491,121675
T00076,2024-05-25,A Coruña,141.86,,,,,412,278719
T00244,2024-05-25,Barcelona,421.83,,,,,1241,309200
B00305,2024-05-25,Zaragoza,,305.03,,,,225,139006
T00073,2024-05-26,Valencia,365.39,,,,,1327,131126
T00241,2024-05-26,Zaragoza,421.34,,,,,1206,152555
T00036,2024-05-26,Zaragoza,65.75,,,,,257,196744
T00144,2024-05-27,Madrid,270.84,,,,,1147,228274
T00215,2024-05-27,Barcelona,894.48,,,,,3018,154764
T00102,2024-05-27,A Coruña,544.53,,,,,1787,189998
T00106,2024-05-27,Barcelona,201.55,,,,,598,186640
T00260,2024-05-28,A Coruña,549.28,,,,,2041,282775
T00096,2024-05-29,Valencia,219.02,,,,,602,248409
T00158,2024-05-30,Madrid,202.97,,,,,668,145303
T00048,2024-05-30,Zaragoza,312.43,,,,,1121,270042
T00040,2024-05-30,Zaragoza,501.0,,,,,1580,155478
T00156,2024-05-31,Sevilla,509.12,,,,,1398,143338
T00278,2024-05-31,Barcelona,376.31,,,,,992,273628
T00246,2024-05-31,A Coruña,383.73,,,,,1198,185592
B00405,2024-05-31,Barcelona,114.07,,,,,215,206137
T00190,2024-05-31,A Coruña,781.48,,,,,2830,199246
T00224,2024-06-01,Zaragoza,796.26,,,,,2522,268342
T00163,2024-06-01,Zaragoza,395.39,,,,,1242,164846
T00296,2024-06-02,Valencia,104.62,,,,,418,263206
T00197,2024-06-02,Sevilla,66.53,,,,,182,108175
T00141,2024-06-02,Madrid,389.88,,,,,1222,187248
T00177,2024-06-03,Zaragoza,383.54,,,,,969,286683
T00291,2024-06-03,Zaragoza,334.07,,,,,1266,202902
T00165,2024-06-03,Barcelona,114.97,,,,,350,234343
T00229,2024-06-04,Madrid,484.44,,,,,1873,278024
B00322,2024-06-04,Zaragoza,,203.61,,,,134,152432
T00260,2024-06-04,Sevilla,260.1,,,,,966,308916
T00223,2024-06-05,A Coruña,683.3,,,,,1818,191119
B00358,2024-06-05,Sevilla,206.0,,,,,531,141704
T00296,2024-06-05,Sevilla,235.73,,,,,943,257322
T00210,2024-06-05,Zaragoza,308.46,,,,,1328,187526
B00337,2024-06-06,Zaragoza,155.26,,,,,375,298998
B00410,2024-06-06,A Coruña,329.95,,,,,793,220859
T00075,2024-06-06,Valencia,259.87,,,,,674,130271
T00076,2024-06-06,Madrid,112.27,,,,,326,275061
T00263,2024-06-07,Zaragoza,219.31,,,,,816,117462
T00150,2024-06-07,A Coruña,114.96,,,,,313,197571
T00296,2024-06-07,Sevilla,567.77,,,,,2271,262788
T00225,2024-06-08,Valencia,137.51,,,,,483,221686
T00104,2024-06-08,A Coruña,242.28,,,,,694,176936
T00018,2024-06-08,Sevilla,193.12,,,,,661,263401
B00416,2024-06-08,Sevilla,225.01,,,,,543,184627
T00024,2024-06-09,Zaragoza,620.21,,,,,1802,126642
T00289,2024-06-09,A Coruña,69.42,,,,,217,114106
T00009,2024-06-10,A Coruña,163.8,,,,,587,223417
T00053,2024-06-10,A Coruña,355.79,,,,,1238,233805
T00073,2024-06-10,Valencia,310.92,,,,,1129,148359
T00169,2024-06-10,Zaragoza,449.21,,,,,1189,121075
T00081,2024-06-10,Sevilla,125.21,,,,,443,235134
T00042,2024-06-11,Valencia,270.84,,,,,911,189168
B00408,2024-06-11,Valencia,82.47,,,,,177,121918
T00009,2024-06-11,A Coruña,410.65,,,,,1473,240595
T00250,2024-06-11,Barcelona,462.84,,,,,1426,218348
T00193,2024-06-11,Barcelona,699.0,,,,,3528,254938
T00094,2024-06-11,A Coruña,236.28,,,,,936,154500
B00373,2024-06-11,A Coruña,458.17,,,,,1180,120752
T00175,2024-06-11,A Coruña,368.34,,,,,1286,271233
T00146,2024-06-12,Sevilla,153.71,,,,,390,205495
B00411,2024-06-13,Zaragoza,35.92,,,,,129,103273
T00169,2024-06-13,Barcelona,383.99,,,,,1016,117033
T00156,2024-06-13,Barcelona,225.72,,,,,620,155196
T00176,2024-06-14,Madrid,130.81,,,,,485,221283
T00099,2024-06-14,Sevilla,363.7,,,,,1057,123332
B00353,2024-06-14,Zaragoza,241.35,,,,,481,241711
T00090,2024-06-14,Sevilla,181.27,,,,,529,293549
T00147,2024-06-14,A Coruña,482.35,,,,,2049,287926
B00322,2024-06-14,A Coruña,,268.82,,,,176,153134
B00336,2024-06-14,Zaragoza,114.54,,,,,271,125759
B00318,2024-06-15,Sevilla,,132.07,,,,125,104379
B00402,2024-06-15,Sevilla,284.79,,,,,641,275744
B00387,2024-06-16,Barcelona,128.03,,,,,480,226087
B00312,2024-06-16,A Coruña,,223.33,,,,138,214926
B00397,2024-06-17,Valencia,269.06,,,,,470,201004
T00128,2024-06-17,Sevilla,401.52,,,,,1417,264159
T00291,2024-06-17,Sevilla,534.79,,,,,2027,182775
T00059,2024-06-18,Madrid,182.08,,,,,720,321625
T00011,2024-06-18,A Coruña,543.6,,,,,2024,205043
T00225,2024-06-19,Valencia,688.78,,,,,2422,192072
T00144,2024-06-19,Madrid,512.01,,,,,2169,226758
T00145,2024-06-19,Sevilla,233.63,,,,,810,235299
T00256,2024-06-19,Madrid,436.86,,,,,1504,202994
T00292,2024-06-19,Valencia,263.28,,,,,962,163237
B00413,2024-06-20,Barcelona,46.56,,,,,104,199844
T00297,2024-06-20,Barcelona,480.33,,,,,1733,279670
B00405,2024-06-20,Sevilla,159.43,,,,,301,208966
T00149,2024-06-21,Barcelona,200.12,,,,,530,293244
B00419,2024-06-21,Madrid,230.24,,,,,869,246233
B00404,2024-06-21,Zaragoza,27.81,,,,,62,202017
T00061,2024-06-21,Madrid,902.98,,,,,3018,184251
B00361,2024-06-21,Sevilla,154.99,,,,,461,283376
B00390,2024-06-21,Madrid,57.9,,,,,172,293988
T00194,2024-06-22,Valencia,624.51,,,,,1649,272296
T00224,2024-06-22,Sevilla,697.89,,,,,2211,278141
B00325,2024-06-22,Barcelona,209.32,,,,,474,169000
T00083,2024-06-22,A Coruña,501.31,,,,,1361,238673
T00072,2024-06-23,A Coruña,278.79,,,,,754,209889
B00392,2024-06-23,A Coruña,212.46,,,,,740,133884
T00287,2024-06-23,Valencia,146.39,,,,,836,223674
T00030,2024-06-23,A Coruña,512.64,,,,,1488,117115
T00067,2024-06-23,Valencia,88.73,,,,,279,168911
T00296,2024-06-24,Madrid,203.86,,,,,815,256379
T00052,2024-06-24,Zaragoza,373.33,,,,,1208,277962
T00155,2024-06-24,Madrid,618.68,,,,,3016,138067
B00306,2024-06-24,A Coruña,,247.68,,,,124,237944
T00157,2024-06-24,Valencia,118.18,,,,,353,117367
B00342,2024-06-25,Valencia,349.85,,,,,782,202365
T00093,2024-06-26,Madrid,536.21,,,,,1592,166018
T00263,2024-06-26,Sevilla,464.72,,,,,1729,148768
T00283,2024-06-26,Barcelona,249.11,,,,,899,266478
B00418,2024-06-26,Zaragoza,159.35,,,,,572,189201
T00022,2024-06-27,Madrid,464.72,,,,,1291,117384
T00243,2024-06-27,Sevilla,315.24,,,,,1053,287012
T00087,2024-06-27,Zaragoza,249.42,,,,,753,145729
T00077,2024-06-27,Madrid,393.83,,,,,1184,134578
T00278,2024-06-28,Zaragoza,280.8,,,,,740,258775
T00032,2024-06-28,A Coruña,337.6,,,,,1255,201264
T00177,2024-06-29,Madrid,636.82,,,,,1609,261764
T00103,2024-06-29,Valencia,70.82,,,,,281,274198
B00328,2024-06-29,A Coruña,228.03,,,,,527,194835
T00060,2024-06-29,Barcelona,101.46,,,,,274,130059
T00208,2024-06-30,A Coruña,409.82,,,,,1174,150053
T00080,2024-06-30,Zaragoza,368.82,,,,,1263,296944
B00362,2024-06-30,A Coruña,322.58,,,,,833,286858
T00261,2024-06-30,Barcelona,93.68,,,,,343,172242
T00165,2024-06-30,Zaragoza,399.88,,,,,1220,239970
T00102,2024-07-01,Barcelona,463.87,,,,,1522,157789
T00069,2024-07-01,Sevilla,662.63,,,,,2536,168149
T00022,2024-07-01,Valencia,375.73,,,,,1044,113521
T00144,2024-07-02,Zaragoza,621.84,,,,,2634,247235
T00294,2024-07-02,Valencia,327.55,,,,,859,205556
T00157,2024-07-03,Valencia,483.5,,,,,1446,135017
B00358,2024-07-03,Valencia,225.3,,,,,581,137743
